measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,164,Nepal,2,Female,12,35-39 years,409,Non-communicable diseases,99,Smoking,2,Percent,2000,0.08824457797007434,0.12714628336543154,0.059153305654521586
1,Deaths,164,Nepal,3,Both,12,35-39 years,409,Non-communicable diseases,99,Smoking,2,Percent,2000,0.10847330582644764,0.14409210030648828,0.07659831248176678
1,Deaths,164,Nepal,1,Male,13,40-44 years,409,Non-communicable diseases,99,Smoking,2,Percent,2000,0.16143388986907994,0.21042749350131396,0.119571893086281
1,Deaths,164,Nepal,2,Female,13,40-44 years,409,Non-communicable diseases,99,Smoking,2,Percent,2000,0.11982030161580565,0.1634548149603932,0.08228796844178529
1,Deaths,164,Nepal,3,Both,13,40-44 years,409,Non-communicable diseases,99,Smoking,2,Percent,2000,0.1452893212507649,0.18596923503254692,0.10561890159716955
1,Deaths,164,Nepal,1,Male,14,45-49 years,409,Non-communicable diseases,99,Smoking,2,Percent,2000,0.21320522399285632,0.2706007093244641,0.16750740720459142
1,Deaths,164,Nepal,2,Female,14,45-49 years,409,Non-communicable diseases,99,Smoking,2,Percent,2000,0.15855289637026168,0.20685069179588927,0.11532664185997142
1,Deaths,164,Nepal,3,Both,14,45-49 years,409,Non-communicable diseases,99,Smoking,2,Percent,2000,0.18929127611697738,0.23776288276635482,0.1457151955124566
1,Deaths,164,Nepal,1,Male,15,50-54 years,409,Non-communicable diseases,99,Smoking,2,Percent,2000,0.24324200732613485,0.30306730921424724,0.1936275034858609
1,Deaths,164,Nepal,2,Female,15,50-54 years,409,Non-communicable diseases,99,Smoking,2,Percent,2000,0.1936965540404753,0.2539342834528745,0.13764283019959098
1,Deaths,164,Nepal,3,Both,15,50-54 years,409,Non-communicable diseases,99,Smoking,2,Percent,2000,0.22248862671327266,0.2718092620835921,0.1734879154710552
1,Deaths,164,Nepal,1,Male,25,50-69 years,409,Non-communicable diseases,99,Smoking,2,Percent,2000,0.27251547514089053,0.3339369545716901,0.22124647630655708
1,Deaths,164,Nepal,2,Female,25,50-69 years,409,Non-communicable diseases,99,Smoking,2,Percent,2000,0.21352629898419,0.2723696549916066,0.1549622061490351
1,Deaths,164,Nepal,3,Both,25,50-69 years,409,Non-communicable diseases,99,Smoking,2,Percent,2000,0.2467111379173969,0.30384554274079545,0.19952258550135915
1,Deaths,164,Nepal,1,Male,11,30-34 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.0864451100509278,0.12804847030185154,0.053716379955817004
1,Deaths,164,Nepal,2,Female,11,30-34 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.01721409031342637,0.032002339221556805,0.007343826454570637
1,Deaths,164,Nepal,3,Both,11,30-34 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.05498313838510234,0.08129911768532405,0.03264395881666487
1,Deaths,164,Nepal,1,Male,12,35-39 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.10894186407115272,0.16580840911885855,0.06432833617872527
1,Deaths,164,Nepal,2,Female,12,35-39 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.029216245207821578,0.05230849074906014,0.012984569021291128
1,Deaths,164,Nepal,3,Both,12,35-39 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.07637117427632865,0.11602941886991805,0.04659477283420757
1,Deaths,164,Nepal,1,Male,13,40-44 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.09985885271599182,0.15118670530572853,0.05621700325266965
1,Deaths,164,Nepal,2,Female,13,40-44 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.02719874757029207,0.04599623981530267,0.013468861246032877
1,Deaths,164,Nepal,3,Both,13,40-44 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.0717281172245903,0.10786699662035198,0.04194317183108052
1,Deaths,164,Nepal,1,Male,14,45-49 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.08158962389764929,0.12855872202062488,0.046493067049324224
1,Deaths,164,Nepal,2,Female,14,45-49 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.020371481918144408,0.03761644349095373,0.008726826938981136
1,Deaths,164,Nepal,3,Both,14,45-49 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.05475382574134306,0.08515077743074864,0.03188627060445741
1,Deaths,164,Nepal,1,Male,15,50-54 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.06333517941170357,0.10269336682037233,0.03428113905554798
1,Deaths,164,Nepal,2,Female,15,50-54 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.017666688708825363,0.033113309417154305,0.006976070299093646
1,Deaths,164,Nepal,3,Both,15,50-54 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.04423629478084939,0.07019030990495079,0.023822644001067282
1,Deaths,164,Nepal,1,Male,25,50-69 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.04207668127673802,0.06588273879211849,0.022693947739338007
1,Deaths,164,Nepal,2,Female,25,50-69 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.012674837373461952,0.02131448107495541,0.006430465634200229
1,Deaths,164,Nepal,3,Both,25,50-69 years,409,Non-communicable diseases,102,High alcohol use,2,Percent,2000,0.02921213931703754,0.04452205241471241,0.016421328937902057
1,Deaths,164,Nepal,1,Male,11,30-34 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.027554446862625946,0.03995807877966716,0.01766029287743343
1,Deaths,164,Nepal,2,Female,11,30-34 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.03382748838149607,0.049665776828258006,0.022281917076810268
1,Deaths,164,Nepal,3,Both,11,30-34 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.030303745396684588,0.03986961937119303,0.021533846477565188
1,Deaths,164,Nepal,1,Male,12,35-39 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.028872943789995383,0.04028610692886411,0.019877119871799052
1,Deaths,164,Nepal,2,Female,12,35-39 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.03489376095614429,0.05103861212558312,0.023237358634685533
1,Deaths,164,Nepal,3,Both,12,35-39 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.0312776126203448,0.040744015619149546,0.022238919624163914
1,Deaths,164,Nepal,1,Male,13,40-44 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.04136164935157953,0.05558742394301122,0.029180589962051966
1,Deaths,164,Nepal,2,Female,13,40-44 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.04794927572995084,0.06794491669031068,0.03443122200745014
1,Deaths,164,Nepal,3,Both,13,40-44 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.0438522590008647,0.05562904098088888,0.03279021512339321
1,Deaths,164,Nepal,1,Male,14,45-49 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.056646581998272647,0.07562755349013595,0.04014452311135397
1,Deaths,164,Nepal,2,Female,14,45-49 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.0620886531264885,0.08499031699139635,0.044419345065668636
1,Deaths,164,Nepal,3,Both,14,45-49 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.058990953291505076,0.07360435782568826,0.04422161986848053
1,Deaths,164,Nepal,1,Male,15,50-54 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.06769151266987707,0.08782293944998212,0.0493860439564195
1,Deaths,164,Nepal,2,Female,15,50-54 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.07459302673392262,0.10185690578593719,0.05483945841484217
1,Deaths,164,Nepal,3,Both,15,50-54 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.07052081259677515,0.08522469375473159,0.05332962772371965
1,Deaths,164,Nepal,1,Male,25,50-69 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.0817586389356346,0.10477353051802818,0.06256586977566914
1,Deaths,164,Nepal,2,Female,25,50-69 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.09051387383090553,0.11600646122528559,0.06663194718190818
1,Deaths,164,Nepal,3,Both,25,50-69 years,409,Non-communicable diseases,105,High fasting plasma glucose,2,Percent,2000,0.08554743471342578,0.10227233242267722,0.07006334131629702
1,Deaths,164,Nepal,1,Male,11,30-34 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.0929826703193376,0.14447850579687493,0.047681096054705344
1,Deaths,164,Nepal,2,Female,11,30-34 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.06608413386062928,0.1293788899044281,0.027077446159047502
1,Deaths,164,Nepal,3,Both,11,30-34 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.0808567402409665,0.1374670542231783,0.04363381380999664
1,Deaths,164,Nepal,1,Male,12,35-39 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.1058272158612432,0.15960248896625762,0.058359566570959726
1,Deaths,164,Nepal,2,Female,12,35-39 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.07785184751032409,0.13893651261160894,0.04114084777088947
1,Deaths,164,Nepal,3,Both,12,35-39 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.09444221504767475,0.14968725875832506,0.05305889219260263
1,Deaths,164,Nepal,1,Male,13,40-44 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.12190693325539236,0.18243808953392016,0.07030112909256941
1,Deaths,164,Nepal,2,Female,13,40-44 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.10799831438243022,0.17800291100899243,0.06211241633315444
1,Deaths,164,Nepal,3,Both,13,40-44 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.1165746915031852,0.17911244840830506,0.0694016626100921
1,Deaths,164,Nepal,1,Male,14,45-49 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.15376054484116924,0.21722580082834814,0.09558622544353837
1,Deaths,164,Nepal,2,Female,14,45-49 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.14774309425915064,0.22607312331865748,0.09212894715371772
1,Deaths,164,Nepal,3,Both,14,45-49 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.15137049932081562,0.21133269016230866,0.09630270803909086
1,Deaths,164,Nepal,1,Male,15,50-54 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.19625840038074746,0.259962289919506,0.13167319608692896
1,Deaths,164,Nepal,2,Female,15,50-54 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.16851402853985126,0.24387609099655552,0.10795008054126011
1,Deaths,164,Nepal,3,Both,15,50-54 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.18481323934053018,0.24528231321170257,0.1277253180715052
1,Deaths,164,Nepal,1,Male,25,50-69 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.21796917733476015,0.28207385523289286,0.15064035556183708
1,Deaths,164,Nepal,2,Female,25,50-69 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.20531556512943272,0.281765214527439,0.13833509195236915
1,Deaths,164,Nepal,3,Both,25,50-69 years,409,Non-communicable diseases,107,High systolic blood pressure,2,Percent,2000,0.21253384468828407,0.2727984440915319,0.15222268940529238
1,Deaths,164,Nepal,1,Male,11,30-34 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.019560182512610838,0.031729880539281066,0.010101548160211192
1,Deaths,164,Nepal,2,Female,11,30-34 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.02038697428109765,0.039807402150944984,0.0072538141354688
1,Deaths,164,Nepal,3,Both,11,30-34 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.019914016551391606,0.03437358226615594,0.01016574083539002
1,Deaths,164,Nepal,1,Male,12,35-39 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.022764781985323886,0.03720991639935084,0.01150341129881772
1,Deaths,164,Nepal,2,Female,12,35-39 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.022511798822731535,0.04217091420102573,0.009903702468086844
1,Deaths,164,Nepal,3,Both,12,35-39 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.022640442802750797,0.03803891531536777,0.011866048269186615
1,Deaths,164,Nepal,1,Male,13,40-44 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.028953409903000223,0.04541725093629119,0.014366906212802398
1,Deaths,164,Nepal,2,Female,13,40-44 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.029980791326488076,0.05349323564192072,0.012726461250053363
1,Deaths,164,Nepal,3,Both,13,40-44 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.029330855230010448,0.046368226134379215,0.014863327719245178
1,Deaths,164,Nepal,1,Male,14,45-49 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.037546210080247215,0.058548962347499636,0.01816152582704685
1,Deaths,164,Nepal,2,Female,14,45-49 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.03937582082353554,0.0673277780311812,0.016159320680542984
1,Deaths,164,Nepal,3,Both,14,45-49 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.038354599522164724,0.061116481985913906,0.01846343657762726
1,Deaths,164,Nepal,1,Male,15,50-54 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.03496320953967065,0.057982489939400306,0.017249655369169
1,Deaths,164,Nepal,2,Female,15,50-54 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.052503116531445536,0.08812031929200324,0.021869667148375453
1,Deaths,164,Nepal,3,Both,15,50-54 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.04228076575298686,0.06915627770864155,0.019435796460865504
1,Deaths,164,Nepal,1,Male,25,50-69 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.030557776676907608,0.04653397431193151,0.015709804785109405
1,Deaths,164,Nepal,2,Female,25,50-69 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.042256439827131835,0.07640967207738011,0.01635332083032931
1,Deaths,164,Nepal,3,Both,25,50-69 years,409,Non-communicable diseases,108,High body-mass index,2,Percent,2000,0.03567212339144446,0.05870059866937259,0.016686470501899912
1,Deaths,164,Nepal,1,Male,11,30-34 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.1470287905566283,0.23778257055549207,0.056638677165414625
1,Deaths,164,Nepal,2,Female,11,30-34 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.14197365191416703,0.2538113467144829,0.04683344895482751
1,Deaths,164,Nepal,3,Both,11,30-34 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.1448998345632333,0.22901924902335252,0.05335487152974997
1,Deaths,164,Nepal,1,Male,12,35-39 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.15195934522315163,0.24405630305641418,0.058674557757856224
1,Deaths,164,Nepal,2,Female,12,35-39 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.1370499543622089,0.23755116638700532,0.048622888008366824
1,Deaths,164,Nepal,3,Both,12,35-39 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.1459193864139274,0.2275440229287803,0.05536810216203744
1,Deaths,164,Nepal,1,Male,13,40-44 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.1783003468249186,0.28005491999824633,0.06783112430590635
1,Deaths,164,Nepal,2,Female,13,40-44 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.15447109590791047,0.25451170311173366,0.0519395523601421
1,Deaths,164,Nepal,3,Both,13,40-44 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.16920054487865144,0.2557521309109276,0.060808634502301784
1,Deaths,164,Nepal,1,Male,14,45-49 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.19653216967336956,0.29627803940230246,0.07089541402540372
1,Deaths,164,Nepal,2,Female,14,45-49 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.172715029595687,0.27148081514868067,0.057290832427081106
1,Deaths,164,Nepal,3,Both,14,45-49 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.18641843058077986,0.2651755091347132,0.06662942214505
1,Deaths,164,Nepal,1,Male,15,50-54 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.20141819574528216,0.2971302994159613,0.06941454518600931
1,Deaths,164,Nepal,2,Female,15,50-54 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.17308330515788503,0.2745271640165565,0.05230799185373069
1,Deaths,164,Nepal,3,Both,15,50-54 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.18969145935926676,0.26853563589236046,0.06543768446130417
1,Deaths,164,Nepal,1,Male,25,50-69 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.1819098127699819,0.2693756094490024,0.06695208334273205
1,Deaths,164,Nepal,2,Female,25,50-69 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.16940327497478458,0.2661105896979118,0.050497179652398944
1,Deaths,164,Nepal,3,Both,25,50-69 years,409,Non-communicable diseases,110,Dietary risks,2,Percent,2000,0.17650691044730338,0.2573148491679189,0.05976537149612979
1,Deaths,164,Nepal,1,Male,11,30-34 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.08513570699966036,0.1297486071748541,0.04362707089934237
1,Deaths,164,Nepal,2,Female,11,30-34 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.06583935933745882,0.12725363501838913,0.02754823818141472
1,Deaths,164,Nepal,3,Both,11,30-34 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.07648908190057803,0.11945088488540706,0.044551596910525106
1,Deaths,164,Nepal,1,Male,12,35-39 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.08901064045004232,0.1353171396104611,0.047133246621689856
1,Deaths,164,Nepal,2,Female,12,35-39 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.06395859501828646,0.1233476579894191,0.025315537486699777
1,Deaths,164,Nepal,3,Both,12,35-39 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.07892684294596225,0.12257296580560138,0.047033745639418596
1,Deaths,164,Nepal,1,Male,13,40-44 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.10676718736700472,0.1566623909403707,0.059556310848541114
1,Deaths,164,Nepal,2,Female,13,40-44 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.07481806761286983,0.13501955591512543,0.03307655676049119
1,Deaths,164,Nepal,3,Both,13,40-44 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.0944009741834998,0.14099476866979344,0.05777713166398919
1,Deaths,164,Nepal,1,Male,14,45-49 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.11492522026269628,0.1648550878978672,0.06794502553763297
1,Deaths,164,Nepal,2,Female,14,45-49 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.08552073450968967,0.14000393662533991,0.04158265838779731
1,Deaths,164,Nepal,3,Both,14,45-49 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.10208428682027701,0.1457514260655149,0.06574565168827812
1,Deaths,164,Nepal,1,Male,15,50-54 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.11390489879105863,0.1579702068618054,0.06910750561828864
1,Deaths,164,Nepal,2,Female,15,50-54 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.08941518373486562,0.14083024374847664,0.0471468372385216
1,Deaths,164,Nepal,3,Both,15,50-54 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.10358988300256225,0.14710748304000337,0.06686958437772138
1,Deaths,164,Nepal,1,Male,25,50-69 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.08941139439180021,0.1262877881579337,0.05067785518821091
1,Deaths,164,Nepal,2,Female,25,50-69 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.08313321241093571,0.12918828557941225,0.04221778474583849
1,Deaths,164,Nepal,3,Both,25,50-69 years,409,Non-communicable diseases,367,High LDL cholesterol,2,Percent,2003,0.08669222659129897,0.12159012723691104,0.05083518284620973
